UID,city_id,city,city_population,business_id,business_name,business_categories,business_full_address,business_latitude,business_longitude,business_open,business_review_count,business_stars,business_state,cool,date,funny,review_id,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,stars,text,useful,user_id
73429,6,Tempe,172816,RtwOc-n_RkiUuDGaNfCsNw,Forefathers Gourmet Cheesesteaks & Fries,Cheesesteaks; Sandwiches; Restaurants,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",33.3351559,-111.9631173,True,106,4,AZ,0,2010-05-24,0,lBqPKOR3DZK9xRqF4lF5HQ,4.05,9,13,Tom,59,50,4,"Great cheesesteaks! They have Cheez Whiz !! I have been searching for the best cheesesteak in Phoenix and I think I found it. Staff was very friendly. They have chicken cheesesteaks and even stuff for the kids and vegetarians (soup, grilled cheese, salads).
Staff is attentive, place is clean, they move you thru quickly cause it can get crowded at lunch time. Some tables outside which is nice when the weather accommodates. 
Stuffed fairly generously with steak. The regular was plenty with a side of fries. Can get regular or sweet potatoe fries. Fry sauce was just okay. Not as good as I had in Utah.",2,ofPkm7BTBJeaD0OkmZNdNQ
1517,0,Phoenix,1537058,JnCtEM8rrPcg6ME_ivcLBA,Bel View Barber Shop,Barbers; Beauty & Spas,"4008 N. 24th St
Phoenix, AZ 85016",33.4932811,-112.0302194,True,6,5,AZ,2,2010-05-26,1,ScNbWQ3HYBVfSYDP5QEauw,4.03,66,46,Xavier,61,98,5,"I always look forward to a haircut with my fave Barber, David. $13 always gets me the cut I want. I used to head down to a another Barber off of Central Ave but never got the haircut I wanted. Now I never have to worry about that. So if you're ever in need of a Barber shop cut, give David or one of his gals a try. Cheers!",2,7F-DVLnGmC5hHPUVfSfxDw
9825,0,Phoenix,1537058,vA8T8QXh78iSXhxShLNgQA,Tradiciones,Mexican; Restaurants,"1602 E Roosevelt St
Phoenix, AZ 85006",33.4596905,-112.0462108,True,57,3.5,AZ,0,2010-05-26,0,Y79ZPu9DTNoeI3SRKwv1Hw,3.7,9,5,Julie,23,24,2,I don't understand why my review of this place keeps being filtered?  Because I gave this place a bad review (which is a true review of their food)?,0,pWlxozeqaknvMjpZmkpV1Q
213183,0,Phoenix,1537058,fJx0N4N0NbyHEeoDU9nH8g,Two Hippies Breakfast Joint,Breakfast & Brunch; Restaurants,"4306 N 7th Ave
Phoenix, AZ 85013",33.498858,-112.0835024,True,56,3,AZ,0,2010-07-04,1,HOL0fa9lkZGliwqsUD02NQ,3.7,9,5,Julie,23,24,2,"I had a coupon for a $2.99 breakfast and can't say it was even worth that much.  I had eggs (which were good), toast (fine), bacon (way overcooked), sausage (wrinkled little meat things that were over cooked too), and potatoes (black spots and tasted horrible).  My kids had pancakes which they said were really good (thus the reason for 2 stars).  Since I only paid $3 for this meal, and I was hungry by the time I got it, I didn't take it back, which I should have.  I noticed I was not the only one here who was very disappointed with their food.
The atmosphere is great and fun, but the food should be their number one concern.",2,pWlxozeqaknvMjpZmkpV1Q
21416,6,Tempe,172816,S5zocVaqpY5MYKqiQ2EWnw,Discount Tire,Tires; Automotive,"1709 E Southern Ave
Tempe, AZ 85282",33.3929894,-111.9109707,True,21,4,AZ,0,2010-07-17,0,-VXvWKsEmn0wigk43SXdkw,3.92,151,90,Jared,135,233,5,"The service here is amazing. I got a flat over the weekend and called every open tire center around trying to see who would inspect the tire under the manufacture warrenty. Nobody (sears,costco, wal mart,ect) would look at it since they didn't sell it. I called discount as soon as they open and the guy said come on in we will handle it. Even though the tire had obvious curb damage that would void the warrenty they still worked with me to give me 50% off the new tire (a $120 savings). They didn't have the tire in stock but took my tire and rim and said by 3 it would be all set to put it on the car. I came back at 5:40 just before close and they put it on and i was done by 6:15.

The service here was hands down the best i have ever had at a tire dealer and I would recommend anybody to come here. The original price of the tire was also cheaper than tirerack.com pre-shipping so even full price they would have had the best deal in town and the only ones with the tire in stock",0,XeoAojoz5johV2MQ5ngNig
180720,0,Phoenix,1537058,_-TRcD1fi3Eq6U0tEb6Qnw,Lone Star Steakhouse & Saloon,Steakhouses; Restaurants,"10004 N 26th Dr
Phoenix, AZ 85021",33.576971,-112.1159816,False,6,3,AZ,0,2010-08-10,0,YiggCFK8U1QeoF_1fB9nJQ,3.7,9,5,Julie,23,24,2,"Not consistent. We have celebrated birthdays here for quite a few years, but the dinner we had on Sunday was not great at all. They made us wait 30 minutes before taking our tables order. After ordering, everything came out pretty quickly. The food, I had the Steak Kabobs, was not hot. I would say lukewarm. I ordered the kid's Steak Bites for my son, and the meat was well cooked, but again, not hot. The rolls, which come when you get your table, were tasty. The special desert they gave my mom and brother was ice cream with Hershey's syrup. Not good. See, just not consistent!",0,pWlxozeqaknvMjpZmkpV1Q
25987,0,Phoenix,1537058,QYSBBLmZi-Cuw0sWzxgVVg,Total Wine,"Food; Beer, Wine & Spirits","1670 E Camelback Rd
Phoenix, AZ 85016",33.5093845,-112.0456423,True,81,4.5,AZ,0,2010-08-18,0,S92DHZAa5g2rG90B4I7AIg,3.17,23,27,Kristen,86,108,5,"I love total wine! I could  spend hours in here (and okay maybe I have) They offer an amazing selection and great prices. Good to buy other alcohol too, usually around $4 less a bottle than what you pay at the grocery store.  They also offer wine tasting daily which ends up with me buying more wine than I should. The people who work there seem to love there jobs, and are more than happy to help you find a great bottle.",0,AVCBC2G5RjJM8tu_PebFPw
17892,0,Phoenix,1537058,gdcjyLwYH0bZslQsq5AQOw,Party People,Event Planning & Services; Party & Event Planning,"5740 N 7th Street
Phoenix, AZ 85014",33.5214274,-112.0651938,True,3,4.5,AZ,1,2010-08-24,0,_oalCZ3mPVVUPR27ceD7PQ,3.7,9,5,Julie,23,24,5,"I have no complaints.  My brother and I were throwing a 50th Anniversary party for our parents and I was looking for some decorations.  The woman who first helped me explained the pros and cons about paper vs. plastic plates.  Then another woman came to help and she said why don't I rent the plates?  They are totally cheap and I got the white with gold rim china plates.  I picked them up the day before the event and they loaded them in my trunk.  When I dropped them off, they took them out too.  They come in a closed plastic banquet plate container and you don't have to wash them!!!  To me, I was being green as well as making it a very nice looking table.",1,pWlxozeqaknvMjpZmkpV1Q
45531,1,Mesa,464704,qBc36uFI7orWS8NpYZCv_w,Matta's Grill and Cantina,Mexican; Restaurants,"1033 N Dobson Rd
Suite 101
Mesa, AZ 85201",33.4351659963261,-111.866054534912,True,30,3.5,AZ,1,2010-08-28,1,WBQcgBvQ0ZBhoiuXMFqr9Q,3.64,85,82,Steven,139,194,1,"Our waitress took forever to get the drinks, the chips, and our order. My wife got a margarita, for a mixed drink that comes from a tap, I guess it was okay. When I got my enchilada/taco dinner I was rewarded with a blandness of flavor you just don't get very often. The most interesting part of the meal was my friend who ordered the potato taco, it resembled a flattened dead rodent more than a taco. I'm amazed that she even took a bite of it. I did laugh heartily at her frowned expression after trying it, so it was good for comedic value.

I did go to the old Matta's a few years back and it was decent, but seriously, don't waste your time going here.",2,uEG5uD9wMJixGWxaq34IEw
152413,0,Phoenix,1537058,ZqNYje_T-xDDog-Wp86ieA,Joe's Grotto,Arts & Entertainment; Nightlife; Music Venues,"13825 N 32nd St
Phoenix, AZ 85032",33.6123075,-112.0124654,True,24,4,AZ,1,2010-09-10,1,04iJEJOb54eahM7-9eiXHQ,3.17,23,27,Kristen,86,108,2,"Not a fan for a music venue, Good music but really who wants to sit at a tiny table to watch a rock band. No drinks on the stage floor area allowed the fun police run around to keep you from standing too close to the isle or too close to the stage area with a drink. Not a huge fan of the area either.",1,AVCBC2G5RjJM8tu_PebFPw
105643,0,Phoenix,1537058,VY_tvNUCCXGXQeSvJl757Q,Mellow Mushroom,Pizza; Restaurants,"2490 W Happy Valley Rd
Phoenix, AZ 85085",33.7129847,-112.1114555,True,219,3.5,AZ,0,2010-09-13,0,aZ7iy10nF3v9MuRBc18mwQ,3.7,9,5,Julie,23,24,2,"I wish I could say my experience eating in the restaurant was so much better, but it was not. We waited a very long time, more than 30 minutes, to get our BBQ chicken style pizza. I was very excited to try it, smelled good, looked great with lightly browned crust. But when we started to eat it, we discovered that the dough under the toppings was still raw. From my experience cooking pizza at home, it means the oven was too hot. We asked our waitress if this was done right, she said she didn't know because she wasn't eating the pizza. I showed her again, she offered to recook a new pizza but my husband remarked will it come out the same? Is this how your crust is? She said, once again she didn't know. I remarked that she, as a waitress, should know if this is how the crust is supposed to look-if this is how a new pizza would turn out we don't want to wait another 30 minutes to get another pizza with that same crust. Very rude employees here, they just don't give a hoot. I have only good things to say of the owner, but would recommend he retrain his employees in the art of customer service and the food that is on the menu.",1,pWlxozeqaknvMjpZmkpV1Q
156416,0,Phoenix,1537058,MXOdsPTLQPsQK9hUq01DWg,Arcadia Tavern,Bars; American (Traditional); Pubs; Nightlife; Sports Bars; Restaurants,"4801 E Indian School Rd
Phoenix, AZ 85018",33.494238,-111.977849,True,160,3.5,AZ,1,2010-09-20,0,VfoOyYCpoRCnpGFHI1CeXw,3.17,23,27,Kristen,86,108,4,"Things I love about this place...

-Nice patio,complete with shade and misters
-TV set up is great and the staff was very accommodating for football Sundays
-The staff is great! The manager even went out of his way to make sure we had a great experience
-Complete with a very nice crowd of regulars, the Mayor even bought me and the boys 
-It's a Saints bar
-Pretty good food (except the nacho cheese is gross)

My only complaint is that it's a ""family"" bar,I like kids but, not when I'm at a bar. I'll be back but, just on the right side of the bar!",1,AVCBC2G5RjJM8tu_PebFPw
57412,5,Scottsdale,230512,UL3OMN_c-NXHlyb97pDifA,Yard House,Vegetarian; American (Traditional); Restaurants,"7014 E Camelback Rd
Scottsdale, AZ 85251",33.5025941,-111.9296765,True,157,3.5,AZ,0,2010-09-25,0,IlVdp1W19f9Od4xOwouvgg,3.64,85,82,Steven,139,194,3,"This restaurant/bar is conveniently located in Scottsdale Mall. I've had a lot of items on the menu and they are all pretty good. This comes off like high quality bar food, but the execution isn't quite there. They have something like a 100+ beers on tap, but nothing they have is really unique. As a beer connoisseur, it's all fairly standard stuff I've had before. A lot of flat screens for watching sports. If you are hanging around the mall and want to relax, it's a reliable place.",0,uEG5uD9wMJixGWxaq34IEw
51561,0,Phoenix,1537058,0vzZ_Bcb02rJljeMU9XkBw,Sakana Sushi & Grill,Seafood; Sushi Bars; Japanese; Restaurants,"5061 E Elliot Rd
Phoenix, AZ 85044",33.3488957,-111.9766015,True,132,4,AZ,1,2010-10-08,1,XyIdW26407LX_FFnaFsw5Q,3.92,151,90,Jared,135,233,4,"Sakana is not gonna amaze you with fancy rolls or the freshest fish in the world but they combine some solid combos with a great price and solid service.

I come to Sakana on a semi-regular basis for lunch because it is rare that you can find a $10-12 sushi lunch that won't leave you disgusted or with stomach problems later. Sakana has the wonderful Sakana lunch which is $10 comes with miso soup, small salad, a crunchy california roll thing, like 6 different nigiri pieces, and a spicy crab jalepeno popper thing. Yeah you read that right all of that for $10 at lunch time. I am a hungry dude and it's rare that i can finish all that food because there is so much. They also have a very good sashimi lunch special that is miso soup, 4 pieces of 4 different fishes, bowl of rice all for $11 and again very good. 

The fish quality while not gonna make you mistake it for fresh catch or the best california or Seattle sushi joints is still fresh and tastes like it should and not like its been sitting for days or gonna be confused with the stuff sitting for hours on end at Fry's. I actually think it's pretty good and they do a good job at switching up what is in the lunch specials for what is in season and fresh so you do get good stuff and not just plain stuff as they mix in stuff like blue fin tuna or toro belly. I like the sashimi because usually it is Tuna, Salmon and 2 other fresh catches that rotate.

Also try the scallop dinamite as it is pretty good for cheap at lunch.

Like i said though don't expect to be wowed as it won't happen but you want a good lunch for cheap this place is as solid as you can get.",1,XeoAojoz5johV2MQ5ngNig
170975,0,Phoenix,1537058,pwpl-rxwNRQdgqFz_-qMPg,The Parlor,Italian; Pizza; Restaurants,"1916 E Camelback Rd
Phoenix, AZ 85016",33.5094461,-112.0403946,True,489,4,AZ,0,2010-10-17,0,by3r3D3RcH3foxXaGCPj2w,3.17,23,27,Kristen,86,108,4,"Great little place, much nicer than I expected, awesome atmosphere and great food & drinks. Best mojito I've had ever! They pick the herbs from the garden, everything tasted fresh. The steak salad was amazing and the pepperoni pizza was really good too.",0,AVCBC2G5RjJM8tu_PebFPw
39751,0,Phoenix,1537058,21yMkDG8nN2nANLVjIO4-w,Four Points by Sheraton Phoenix North,Hotels & Travel; Event Planning & Services; Hotels,"10220 North Metro Parkway East
Phoenix, AZ 85051",33.5793892,-112.1195513,True,14,2.5,AZ,0,2010-11-24,1,FtTBX0w0Sp9c-yeYN0MQew,3.17,23,27,Kristen,86,108,2,"Sheraton has done wonders with photoshop, don't let the pictures fool you, on-line this place looked great. Upon arrival in the dirty parking lot, ripped aunnings, sounds of high school hotel parties, and the smells mold and cheap weed...not what I had in mind for my stay at the Sheraton. Other parts of Phoenix you could probably find a nicer motel 6. On the upside the beds were comfortable and the black out curtains were nice. I would avoid if possible & if you're visiting Phoenix probably find a better part of town.",1,AVCBC2G5RjJM8tu_PebFPw
33527,5,Scottsdale,230512,NOq_vpCfCfYdMRPbaUG53w,Cafe Nordstrom,American (Traditional); Restaurants,"Nordstrom
7055 E Camelback Rd
Scottsdale, AZ 85250",33.5021455,-111.9295381,True,38,4,AZ,0,2010-12-27,0,_dCVcgDHsQDGsy0Kvy6iZA,3.64,85,82,Steven,139,194,5,"These reviews seem to be a mix of the Cafe and Coffee Bar, my review is specifically for the Coffee Bar.

The bar is in front of Nordstrom in the mail and is a rip-off of Starbucks, but a marked improvement. Starbucks coffee/espresso has an acidic and burnt flavor. Nordstrom's coffee is smooth and roasty. This is a popular place, the time from the entering the line and receiving your drink is usually 8-10 minutes.

If I'm in any sort of mood for coffee, I can't help but stop.",2,uEG5uD9wMJixGWxaq34IEw
116300,5,Scottsdale,230512,-fsCfTYEnJ4s6yStgBnQig,Farrelli's Cinema Supper Club,Arts & Entertainment; American (New); Caterers; Event Planning & Services; Cinema; Restaurants,"14202 N Scottsdale Rd
Scottsdale, AZ 85254",33.6151575,-111.9264331,False,46,4,AZ,0,2010-12-27,0,6OIARCZWyP_NCXRvx1UT6w,4.03,66,46,Xavier,61,98,5,"I love this little spot in Scottsdale. For the past few years, we've been catching 'It's A Wonderful Life' on Christmas Eve. Service was the same as always - great. Waiters were always on top of things. After the movie, we enjoyed drinks by the lounge. It was nice to enjoy this with a group of new friends and each left amazed at this experience. We'll definitely have to return more often. Cheers!",0,7F-DVLnGmC5hHPUVfSfxDw
185012,0,Phoenix,1537058,Dz7swOgFook-L89Y_M-aQA,Pei Wei Asian Market,Asian Fusion; Restaurants,"Madison Village
742 E Glendale Ave
Phoenix, AZ 85016",33.53876,-112.063942,True,47,2.5,AZ,0,2011-01-31,0,0WBFuI7sPxvQOy0QOrXXrg,3.7,9,5,Julie,23,24,4,"When my kids want Asian food, this is always where they want to go. The kids always get the honey chicken with noodles and eat every bite. For me and the hubby, we usually get the hot and sour soup (very good), the crab puffs( love the sauce), or the pot stickers (yummy). For entrees, I have had just about everything on the menu. My favorite is the Kung Pao chicken or the shrimp fried rice. They just installed a new soda machine that has more than 100 flavors to create. Very cool. The cashiers and wait staff have always been very nice as well.",1,pWlxozeqaknvMjpZmkpV1Q
75190,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,0,2011-02-24,0,KlqQxL3SHYGx_uZEk_P7ZA,3.92,0,1,Andrew,14,4,4,"I'm not exactly sure how we received an email notifying us about the opening of CPH....I'm just glad we did.  My guess is that we must have given our email when we ate at Cowboy Ciao several months ago.  In any case, my wife and I really enjoyed our dinner at CPH.  The waitress turned out to be the same one that helped us when we ate at Cowboy Ciao a few months back.  The calamari we ate was outstanding...the best tasting I've ever had.  The salad....that famous one with the facebook page....was awesome as always.  Then we had the rib roast...which was melt in your mouth good.  We'll be back for sure...soon!",1,NJIWFKd7ZfwzKAJn6G73kw
163458,9,Avondale,79646,9zJiBcKFa4F5xYwRuR1Law,Fresh & Easy Neighborhood Market,Food; Grocery,"10725 W. Thomas Rd
Avondale, AZ 85323",33.478373,-112.290569,True,10,4.5,AZ,0,2011-02-24,0,uIZyPtJzpRYSx7MfhFYocQ,3.89,0,0,chalene,11,10,4,My favorite thing about F&E that bananas are ALWAYS 19 cents and the 50% isle that always has good produce and tasty treats.,1,goOcTbMYD-eD12YlsagPyg
99631,9,Avondale,79646,9zJiBcKFa4F5xYwRuR1Law,Fresh & Easy Neighborhood Market,Food; Grocery,"10725 W. Thomas Rd
Avondale, AZ 85323",33.478373,-112.290569,True,10,4.5,AZ,0,2011-02-24,0,f6Yv8oFYyAcTw7lPWGRXZA,3.47,17,21,Crystal,78,90,5,Always clean. Well stoked. Someone is always available to help. Cant get better than this!,1,8z2mKSqTW-4pLobAUNvrsQ
137474,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,1,2011-02-24,2,P_DhbzVsIkxfS2u6VknkTw,3.8,12,27,Gena,10,30,5,"If there was an option for 6 stars, I'd give it. This place is beyond great; from atmosphere and service, to drinks and food.

 I have been meaning to write about Citizen's for a month now. I find that it's a breath of fresh air in a field of farts. Old Town had become so....well, old and it leaves a lot to be desired in the way of ""classy joints"". This is a perfect marriage of class and fun; I'd say laid back elegance, if you will.

The interior decor is such a drastic difference from the old Club ""Next"". It's sleek, modern yet comfortable, great bar space and patio and even rooms for private parties. I love the fresh flowers and candles. 

I went with a girlfriend of mine and we sat at the bar. We started off with two specialty cocktails. I don't recall the names but one had cucumber and the other had freshly brewed tea in it. They were complex, fresh and most importantly, STRONG. Richie the bar manager took great care of us. He created their drink menu which is accessible but exotic. He is super knowledgeable and friendly. 2 things you need in a bartender. He's easy on the eyes too, so that helps.

For dinner, we shared the pork belly pastrami appetizer, chopped salad and scallops entree. Everything from start to finish was fantastic-you could taste and see Chef Bernie's influence in every dish. Complex flavors yet still had a comfort food feel, which I loved. At the end of the meal, Chef Bernie came out and talked to us. We saw him talking to every table and spending some time with all the guests which is pretty impressive, considering we went within the first two weeks they opened. He is a goddamn genius. Also, easy on the eyes...

At the end of the meal, I went to the bathroom and may have had too much to drink because I dropped my phone in the toilet. Richie offered me his extra cell phone for a few days until I got a new one. Now THAT'S service! 

This place is awesome and you can't help but love and support two of the coolest dudes doing some innovative things with food and booze. Go support your local rock stars!",2,vnvTpEzJ8ycSlZy_taxVug
46442,0,Phoenix,1537058,mp9hMnOobCLNB_iR4sqm_w,Fresh & Easy Neighborhood Market,Food; Grocery,"1209 E Bell Rd
Phoenix, AZ 85022",33.639761,-112.056235,True,11,4,AZ,0,2011-02-24,0,TZXXy20qnclPEoCNpsAf3g,4.37,163,116,Jennifer,163,344,4,This is a great quick place to shop if you want to be in and out. It is very small bug has all of the essentials. My one complaint is that they don't have much of a selection in produce. And if they have a buy two deal you have to buy two. For example I was there last night and needed a cucumber. Well they only had packages of two so I had to buy two. What a waste but I really needed one.,0,khPlizt3ava1xkbtAxHQnw
139270,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,1,2011-02-24,1,ntZRwA3SIQ-5iAkHMoaCjQ,3.43,16,43,John,35,55,4,"I attended the Yelp mixer here courtesy of the elite Little Lady, so although I didn't have full dinner service I did like what I saw.  I think the place could best be described as the owner put it:  a ""modern tavern.""

Pros:

-They have Guinness on tap and pour it CORRECTLY.  A definite rarity in AZ.
-Nice menu options and really reasonable price points.
-Great patio that doesn't sit on a busy street
-I friggin' love the concrete floors, need to find out who refinished them so they can do my house!

Cons:

-TBD, none yet

I can't wait to have a full dinner service here, from what I saw they've put a lot of effort into the place--from menu and drinks to decor and service.  Maybe an actual long-term winner in Old Town???",2,p8dSifN8MWzbygrSqoqOyA
123486,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,0,2011-03-18,0,7bE9Zqf-1WhhAhHNWB6GgA,4,4,3,Thomas,36,18,4,Well worth finding a parking spot.  I have been for lunch and dinner both the same menu.  The food was excellent fresh and I was told local.,0,fkuZoI-8IpBzDeH9H5-muw
17379,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,1,2011-03-18,0,GpF_vx79E5a5hdb4gtWxIA,4.04,4,0,Todd,28,8,4,Awesome crab cakes and the one of the best scallop dishes I've ever eaten. The scallops were delicious and the grits were smooth & creamy. Cool atmosphere. Was able to sit at a table in the bar area without waiting.,0,ZPr3NA-JZl9QP1lhEY416A
208462,0,Phoenix,1537058,UxvOXcoCRFRAVhRB0D9imw,Taylor's Cafe,Breakfast & Brunch; Restaurants,"5053 N 44th St
Phoenix, AZ 85018",33.5108208,-111.9862703,True,77,3.5,AZ,0,2011-05-04,1,YrZ9PAKQjaJGUELPhs3oEg,4.03,66,46,Xavier,61,98,1,This will be quick and simple. I just went to Taylor's Cafe to purchase a gift certificate and server informed me that only a manager could  complete the transaction. That's a huge big time FAIL! Thank you for that  waste of time.,1,7F-DVLnGmC5hHPUVfSfxDw
45160,6,Tempe,172816,EC9WB-iVjd28B6R6KIZ8TA,Teharu Sushi,Sushi Bars; Restaurants,"9845 S Priest Dr
Tempe, AZ 85284",33.3216034,-111.9626175,True,196,3.5,AZ,0,2011-06-09,0,OaJHY_nGpDXNGTEDkTYSwg,4.03,66,46,Xavier,61,98,1,"Friends from NYC came into town and wanted to try Teharu Sushi. First off, I HATE sushi...but that's okay. I figured they'd have other items on the menu. We were seated and our waiter took forever. Finally I'm ready to order and was informed that Egg rolls are no longer available but are listed on the menu since he started working over a year ago. No Egg rolls? Dang Yo! We just chilled and enjoyed a great conversation and waited to eat somewhere else. I hope to never see this place again.",0,7F-DVLnGmC5hHPUVfSfxDw
147991,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,1,2011-07-13,0,8-BUna53kgDsGzWQWWs_SA,3.12,20,29,Brian,68,99,3,"Food was 4 stars.  Chopped salad is fun and delicious.  Sausage of the day was very good.  Chicken was pretty good but tasted a bit bland, corn risotto underneath was good.  Scallops were huge and savory on bed of grits, but it felt a bit stingy to only give 3 scallops.  4-5 would have been better, and not cost them a lot more really in ingrediants.

Atmosphere is upscale, trendy, clean lines, what you expect from any new upscale restaurant.

Service was extremely good.  

So why 3 stars.  I could easily have put 4 stars.  

But the food was NOT outstanding.  Good definately.  Very good, mostly.  Just nothing stood out as mind blowing.  

Which is fined except when you are dropping around $100 for two people.

For $100, I expect outstanding.

Would I be back.  Sure.  Great place to go out with another couple, enjoy walking around, enjoy a good meal.",0,jvwnIG5wEjdOsqkYJgN29A
48072,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,0,2011-07-13,0,MA5KQuj10-I_-nTWYBGhFw,5,0,0,Elijah,2,0,5,"My new favorite place in old town. Late night menu on the weekends always keeps things interesting. Thomas the bartender is always very nice and knowledgeable. I have tried just about everything on the menu, and have yet to be disappointed.",0,YUa9BX_EhDvh4A8mrhjhbA
185549,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,0,2011-07-13,0,2WdjGOWvH4SKMw4eFWZL6A,5,1,1,Leigh,1,1,5,"I write one review- if that- about every year... This restaurant deserved this review.

I can say with out hesitation they left nothing to be desired. The atmosphere was warm and comfortable it was easy to pull up to the bar and spend hours talking and enjoying the different offerings. The service was spot on- both bartenders were there when we needed anything and both were genuinely friendly people. The food was absolutely perfect, good size portions, the flavors were excellent and at a good value.

We had the popcorn bar snack, the chopped salad, scallops, and the chocolate jar dessert as well as their bread pudding. The only thing I probably won't do again is the popcorn- but I am not typically a popcorn kind of girl. Every aspect of the food and presentation exceeded my expectations. 

 Am so glad they participated in yelp eats week- it motivated me to make it a point to eat here. I live in central Phoenix  and I am not sure I would have trekked over to Scottsdale for dinner over eating somewhere closer to home before. But, I can gaurentee I will be back often, it is well worth the extra drive.",1,bdmYFXHFAwEKWk6IUJmH9w
44139,5,Scottsdale,230512,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,Gastropubs; American (New); Restaurants,"7111 E 5th Ave
Ste E
Scottsdale, AZ 85251",33.498028,-111.927951,True,347,4.5,AZ,3,2011-07-13,1,BackelM8QbVygGLBhiK8kA,4.29,3901,2517,Lindsey,670,5065,5,"Another A+ meal from Citizen Public House! With the start of Yelp Eats week, I have a long list of restaurants I want to visit and tonight, Citizen Public House got checked off the list. 

The Yelp Eats menu is a perfect combination of every food group. My friend and I with the Original Chopped Salad (a salad so popular, it even has its own Facebook page!), accompanied it with hummus, shared the pan seared scallops with corn grits and sweetened off the meal with the bread pudding and creme de pot! Yes, I did practically roll out of there, but very happily and extremely content!

The atmosphere at Citizen Public House continues to be chill and sophisticated. Tonight, it was bubbling with people but the tables are spread out enough that it allows each table to have their own conversation. 

I am happily full right now, but I think I might try to sneak into Citizen Public House again in the near future again!",4,4ozupHULqGyO42s3zNUzOQ
88489,3,Gilbert,239277,Szc6Wvt1i8VqSAOb2-7BAQ,Port of Subs,Sandwiches; Restaurants,"3570 S Val Vista Dr
Gilbert, AZ 85297",33.285875,-111.7557002,True,9,3.5,AZ,3,2011-07-17,2,9yI0731KMr00u7jSlkQPOw,3.92,1875,1233,Amy,539,2452,4,"I came here today after swimming, and was starving.  I saw it on the way to the pool and stopped in after I was heading home.

For starters, this port of subs has the best hours.  Every other one I've been to has closed at some ridiculously early hour.  This ones open until 8 on sundays, when others are either closed entirely or close at 4. Brownie points for being open ""late.""  (later then other locations)

Service was quick and efficent, and my sub was delicious.  I went with the #18 and it came out great.  Love port of subs, and will be back if I'm ever on this side of town again.",3,JffajLV-Dnn-eGYgdXDxFg
1134,4,Glendale,237517,Dka36Pw7ibbHV6xIimQAOg,Mixteca Mexican Food,Mexican; Restaurants,"6731 W Bell Road
Glendale, AZ 85308",33.6381933,-112.2040132,True,31,3.5,AZ,0,2011-07-25,0,5o3cR2uPme47EXiqBsTU6A,3.19,2,1,Jared,16,7,1,This place was messy and loud.  The food really wasn't great and the salsa bar looked like a three year old put it together.  Overall the only plus was the tortilla chips that were free before the food.  I will not be back unless one of my friends pays for me,0,XeoAojoz5johV2MQ5ngNig
66450,5,Scottsdale,230512,NkTBJP2YOwUAUNzRqR2gJg,Bistro Provence,American (New); French; Restaurants,"8900 E Pinnacle Peak Rd
Ste B1
Scottsdale, AZ 85255",33.700033,-111.888462,True,16,3.5,AZ,0,2011-11-27,0,90Ze5s9UjJRBHRlfRfEaQw,3.64,85,82,Steven,139,194,3,"I do like this place. I just found it a bit hard to really sink my teeth into. The menu is an array of chicken and steak, with a duck and lamb dish. Decent wine selection, but nothing to get excited about. The place just comes around as a little too generic. It's not really French, not New American, just 'Bistro'. If you are looking for a quiet classy dinner in your neighborhood, it will likely do the trick. I just don't see it as a place you would brag about to your friends.",1,uEG5uD9wMJixGWxaq34IEw
